world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans
1389,854.494215,"[[ 2.42587092e-03 -2.16405253e-04 -1.01577226e+00]
 [-1.55118186e-04 -4.04960401e-03  1.34303304e+00]
 [-1.01125385e-04 -1.24207700e-04  1.08424839e+00]]","[[ 4.28507315e+02 -3.66023831e+01  4.46783283e+02]
 [-3.28402610e+00 -2.56409411e+02  3.14531699e+02]
 [ 3.95896976e-02 -3.27871855e-02  1.00000000e+00]]",5,"[[ 2.53673413e-03 -8.78181023e-05 -1.12229069e+00]
 [-1.67130777e-04 -4.26919386e-03  1.42521257e+00]
 [-5.68390319e-05  1.24304957e-04  9.86477086e-01]]","[[ 4.04687004e+02  4.87581846e+00  4.53358100e+02]
 [-7.73323624e+00 -2.24873726e+02  3.16088357e+02]
 [ 2.42917929e-02  2.86170414e-02  1.00000000e+00]]"
1390,854.527726,"[[ 2.42335443e-03 -2.14753971e-04 -1.01572802e+00]
 [-1.51853543e-04 -4.04341377e-03  1.34062099e+00]
 [-1.03508185e-04 -1.22563696e-04  1.08485097e+00]]","[[ 4.29466848e+02 -3.63603761e+01  4.47035592e+02]
 [-2.64190767e+00 -2.56716681e+02  3.14767946e+02]
 [ 4.06779672e-02 -3.24724251e-02  1.00000000e+00]]",6,"[[ 2.53669218e-03 -7.96979389e-05 -1.12542102e+00]
 [-1.62460858e-04 -4.25628934e-03  1.41993464e+00]
 [-5.62909616e-05  1.34096640e-04  9.83119153e-01]]","[[ 4.04709648e+02  6.71264168e+00  4.53594289e+02]
 [-7.38113309e+00 -2.24843181e+02  3.16295068e+02]
 [ 2.41794500e-02  3.10527732e-02  1.00000000e+00]]"
1391,854.594746,"[[ 2.42343573e-03 -2.14785407e-04 -1.01645156e+00]
 [-1.54093355e-04 -4.04307706e-03  1.34296086e+00]
 [-1.04510094e-04 -1.24886245e-04  1.08610628e+00]]","[[ 4.29599569e+02 -3.66404241e+01  4.47353831e+02]
 [-2.74724360e+00 -2.56923924e+02  3.15113115e+02]
 [ 4.10221347e-02 -3.30681801e-02  1.00000000e+00]]",6,"[[ 2.53609743e-03 -8.02035483e-05 -1.12569108e+00]
 [-1.64656810e-04 -4.25522467e-03  1.42204696e+00]
 [-5.78525789e-05  1.31125619e-04  9.84740458e-01]]","[[ 4.05072760e+02  6.35151170e+00  4.53880654e+02]
 [-7.39251246e+00 -2.25109004e+02  3.16625448e+02]
 [ 2.47820137e-02  3.03481071e-02  1.00000000e+00]]"
1392,854.661767,"[[ 2.42204636e-03 -2.14450153e-04 -1.01478029e+00]
 [-1.53974092e-04 -4.03994464e-03  1.34298324e+00]
 [-1.05076309e-04 -1.21717987e-04  1.08534783e+00]]","[[ 4.29955198e+02 -3.62876072e+01  4.46901627e+02]
 [-2.64818186e+00 -2.56889943e+02  3.15393422e+02]
 [ 4.13284781e-02 -3.23224443e-02  1.00000000e+00]]",6,"[[ 2.53566615e-03 -7.98802165e-05 -1.12451957e+00]
 [-1.64596456e-04 -4.25228662e-03  1.42220493e+00]
 [-5.74827664e-05  1.33834806e-04  9.83653604e-01]]","[[ 4.05086059e+02  6.66251803e+00  4.53464240e+02]
 [-7.42470671e+00 -2.25054006e+02  3.16903925e+02]
 [ 2.46826234e-02  3.10099399e-02  1.00000000e+00]]"
1393,854.728788,"[[ 2.41936436e-03 -2.15128060e-04 -1.01083757e+00]
 [-1.57046164e-04 -4.03739882e-03  1.34600389e+00]
 [-1.06863068e-04 -1.21455234e-04  1.08603622e+00]]","[[ 4.30667321e+02 -3.63618059e+01  4.45913158e+02]
 [-2.72602220e+00 -2.57046226e+02  3.16038865e+02]
 [ 4.20716554e-02 -3.23242844e-02  1.00000000e+00]]",6,"[[ 2.53458609e-03 -8.05583005e-05 -1.12144824e+00]
 [-1.67909199e-04 -4.25029905e-03  1.42561572e+00]
 [-5.77293206e-05  1.33179433e-04  9.83836008e-01]]","[[ 4.05279840e+02  6.49878498e+00  4.52550617e+02]
 [-7.68525623e+00 -2.25182145e+02  3.17537258e+02]
 [ 2.48212585e-02  3.08636812e-02  1.00000000e+00]]"
1394,854.795809,"[[ 2.41818321e-03 -2.15955172e-04 -1.00994370e+00]
 [-1.58560393e-04 -4.04189643e-03  1.34836749e+00]
 [-1.08764244e-04 -1.21944071e-04  1.08704261e+00]]","[[ 4.31195352e+02 -3.64904782e+01  4.45875445e+02]
 [-2.62102131e+00 -2.56805511e+02  3.16106395e+02]
 [ 4.28493034e-02 -3.24594166e-02  1.00000000e+00]]",6,"[[ 2.53363564e-03 -8.15208144e-05 -1.12062246e+00]
 [-1.69571851e-04 -4.25517711e-03  1.42819326e+00]
 [-5.93942271e-05  1.32378596e-04  9.84833007e-01]]","[[ 4.05719768e+02  6.30502272e+00  4.52517220e+02]
 [-7.61225964e+00 -2.24981361e+02  3.17603485e+02]
 [ 2.54917454e-02  3.06216368e-02  1.00000000e+00]]"
1395,854.86283,"[[ 2.42096207e-03 -2.15564429e-04 -1.01047415e+00]
 [-1.57068529e-04 -4.04224369e-03  1.34565802e+00]
 [-1.06718428e-04 -1.22620755e-04  1.08623925e+00]]","[[ 4.30330755e+02 -3.64623711e+01  4.45485642e+02]
 [-2.75026026e+00 -2.56814022e+02  3.15588654e+02]
 [ 4.19677182e-02 -3.25728759e-02  1.00000000e+00]]",6,"[[ 2.53686328e-03 -8.04032460e-05 -1.12157585e+00]
 [-1.68229183e-04 -4.25656885e-03  1.42584107e+00]
 [-5.70729724e-05  1.32575968e-04  9.83765856e-01]]","[[ 4.04786928e+02  6.43700890e+00  4.52161546e+02]
 [-7.78045060e+00 -2.24907458e+02  3.17103835e+02]
 [ 2.45321525e-02  3.06828123e-02  1.00000000e+00]]"
1396,854.89634,"[[ 2.41789890e-03 -2.17083854e-04 -1.00821530e+00]
 [-1.59229191e-04 -4.04244305e-03  1.34515225e+00]
 [-1.09118017e-04 -1.24464552e-04  1.08782162e+00]]","[[ 4.31249468e+02 -3.68685405e+01  4.45280827e+02]
 [-2.69478956e+00 -2.56935831e+02  3.15217933e+02]
 [ 4.29497633e-02 -3.30958904e-02  1.00000000e+00]]",6,"[[ 2.53424181e-03 -8.16030504e-05 -1.11957937e+00]
 [-1.70555447e-04 -4.25791683e-03  1.42574102e+00]
 [-5.90833153e-05  1.31314480e-04  9.85111897e-01]]","[[ 4.05547821e+02  6.16676326e+00  4.51979891e+02]
 [-7.75404934e+00 -2.24939732e+02  3.16740190e+02]
 [ 2.53568440e-02  3.03541120e-02  1.00000000e+00]]"
1397,854.963361,"[[ 2.41843952e-03 -2.18956657e-04 -1.00798304e+00]
 [-1.59796390e-04 -4.04469607e-03  1.34435238e+00]
 [-1.08696442e-04 -1.26367016e-04  1.08817946e+00]]","[[ 4.31042251e+02 -3.72461908e+01  4.45289864e+02]
 [-2.82787787e+00 -2.56918897e+02  3.14781789e+02]
 [ 4.27277029e-02 -3.35556809e-02  1.00000000e+00]]",6,"[[ 2.53495662e-03 -8.30918205e-05 -1.11950312e+00]
 [-1.71249768e-04 -4.26105908e-03  1.42523767e+00]
 [-5.85228071e-05  1.30235255e-04  9.85256714e-01]]","[[ 4.05318272e+02  5.91096604e+00  4.51994420e+02]
 [-7.88807510e+00 -2.24861773e+02  3.16314255e+02]
 [ 2.51179902e-02  3.00742499e-02  1.00000000e+00]]"
1398,855.030382,"[[ 2.41835293e-03 -2.20659809e-04 -1.00726939e+00]
 [-1.62499947e-04 -4.04340543e-03  1.34566571e+00]
 [-1.08139936e-04 -1.25562336e-04  1.08768966e+00]]","[[ 4.30905090e+02 -3.73421217e+01  4.45244204e+02]
 [-3.18204097e+00 -2.56921758e+02  3.14911173e+02]
 [ 4.24739757e-02 -3.33715325e-02  1.00000000e+00]]",6,"[[ 2.53505258e-03 -8.47556072e-05 -1.11889464e+00]
 [-1.74073856e-04 -4.25969397e-03  1.42660780e+00]
 [-5.76758915e-05  1.31235482e-04  9.84538480e-01]]","[[ 4.05154154e+02  5.86254979e+00  4.51949071e+02]
 [-8.23999312e+00 -2.24845619e+02  3.16439464e+02]
 [ 2.48329618e-02  3.03145603e-02  1.00000000e+00]]"
1399,855.097402,"[[ 2.42074662e-03 -2.19841274e-04 -1.00767685e+00]
 [-1.64371504e-04 -4.04516309e-03  1.34906306e+00]
 [-1.05013349e-04 -1.23029334e-04  1.08552783e+00]]","[[ 4.29891039e+02 -3.68946899e+01  4.44912140e+02]
 [-3.74018398e+00 -2.56598770e+02  3.15421690e+02]
 [ 4.11635189e-02 -3.26510382e-02  1.00000000e+00]]",5,"[[ 2.53449738e-03 -9.11613361e-05 -1.11574997e+00]
 [-1.77348587e-04 -4.26677279e-03  1.43253034e+00]
 [-5.78444476e-05  1.24367929e-04  9.86703276e-01]]","[[ 4.05178328e+02  4.50720307e+00  4.51626151e+02]
 [-8.50637336e+00 -2.24948411e+02  3.16969088e+02]
 [ 2.48253322e-02  2.86176051e-02  1.00000000e+00]]"
1400,855.164423,"[[ 2.42070735e-03 -2.21342713e-04 -1.00813979e+00]
 [-1.60453044e-04 -4.03996605e-03  1.34727312e+00]
 [-1.07059479e-04 -1.23780391e-04  1.08676766e+00]]","[[ 4.30331069e+02 -3.72218712e+01  4.45340728e+02]
 [-3.07045764e+00 -2.57034360e+02  3.15798904e+02]
 [ 4.20429861e-02 -3.29424303e-02  1.00000000e+00]]",6,"[[ 2.53720816e-03 -8.61720461e-05 -1.11954736e+00]
 [-1.71861313e-04 -4.25442649e-03  1.42766230e+00]
 [-5.66789054e-05  1.31603797e-04  9.83861163e-01]]","[[ 4.04623911e+02  5.78724576e+00  4.52028616e+02]
 [-8.15689750e+00 -2.25068592e+02  3.17310940e+02]
 [ 2.44009216e-02  3.04391484e-02  1.00000000e+00]]"
1401,855.231444,"[[ 2.42050364e-03 -2.19714800e-04 -1.00824692e+00]
 [-1.61657971e-04 -4.03974093e-03  1.34853298e+00]
 [-1.06865727e-04 -1.22784954e-04  1.08637970e+00]]","[[ 4.30327162e+02 -3.69371673e+01  4.45228334e+02]
 [-3.21080698e+00 -2.56970584e+02  3.16000033e+02]
 [ 4.19678184e-02 -3.26768244e-02  1.00000000e+00]]",6,"[[ 2.53694036e-03 -8.45995871e-05 -1.11962978e+00]
 [-1.73036592e-04 -4.25390218e-03  1.42883121e+00]
 [-5.65193644e-05  1.32354160e-04  9.83519120e-01]]","[[ 4.04653841e+02  6.01324548e+00  4.51918594e+02]
 [-8.27537822e+00 -2.25034999e+02  3.17504423e+02]
 [ 2.43676591e-02  3.06289756e-02  1.00000000e+00]]"
1402,855.298465,"[[ 2.41817509e-03 -2.17499607e-04 -1.00762330e+00]
 [-1.57915460e-04 -4.03988055e-03  1.34679425e+00]
 [-1.08656659e-04 -1.21909922e-04  1.08688449e+00]]","[[ 4.31142183e+02 -3.66437268e+01  4.45107527e+02]
 [-2.58048057e+00 -2.56928226e+02  3.15975898e+02]
 [ 4.28121691e-02 -3.24815425e-02  1.00000000e+00]]",6,"[[ 2.53484209e-03 -8.24751581e-05 -1.11908957e+00]
 [-1.69143650e-04 -4.25412238e-03  1.42704201e+00]
 [-5.82043824e-05  1.32827936e-04  9.84126589e-01]]","[[ 4.05293324e+02  6.24964076e+00  4.51812844e+02]
 [-7.72390186e+00 -2.25003417e+02  3.17485162e+02]
 [ 2.50128366e-02  3.07384195e-02  1.00000000e+00]]"
1403,855.331975,"[[ 2.41957569e-03 -2.19037748e-04 -1.00876538e+00]
 [-1.57815709e-04 -4.04158539e-03  1.34623661e+00]
 [-1.07637131e-04 -1.23317779e-04  1.08688358e+00]]","[[ 4.30704891e+02 -3.69356123e+01  4.45497814e+02]
 [-2.71282272e+00 -2.56913355e+02  3.15700383e+02]
 [ 4.23461172e-02 -3.28072191e-02  1.00000000e+00]]",6,"[[ 2.53574916e-03 -8.40398834e-05 -1.11994883e+00]
 [-1.69016546e-04 -4.25599918e-03  1.42648531e+00]
 [-5.76877812e-05  1.31738785e-04  9.84295780e-01]]","[[ 4.05047522e+02  5.99837992e+00  4.52176984e+02]
 [-7.77982357e+00 -2.24989911e+02  3.17213388e+02]
 [ 2.47803534e-02  3.04643497e-02  1.00000000e+00]]"
1404,855.398996,"[[ 2.41772654e-03 -2.16080501e-04 -1.00996854e+00]
 [-1.56671704e-04 -4.04067596e-03  1.34422396e+00]
 [-1.09063164e-04 -1.23755691e-04  1.08766407e+00]]","[[ 4.31347363e+02 -3.67243254e+01  4.45921672e+02]
 [-2.42789100e+00 -2.57012895e+02  3.15383036e+02]
 [ 4.29761760e-02 -3.29256803e-02  1.00000000e+00]]",6,"[[ 2.53301081e-03 -8.11127229e-05 -1.12065483e+00]
 [-1.67664938e-04 -4.25476196e-03  1.42420725e+00]
 [-5.99743857e-05  1.31674131e-04  9.85415152e-01]]","[[ 4.05917458e+02  6.26742738e+00  4.52567876e+02]
 [-7.39541541e+00 -2.25082582e+02  3.16898453e+02]
 [ 2.56931660e-02  3.04576589e-02  1.00000000e+00]]"
1405,855.466017,"[[ 2.42436380e-03 -2.11934358e-04 -1.01451760e+00]
 [-1.55583708e-04 -4.04807473e-03  1.34433502e+00]
 [-1.02400175e-04 -1.20617606e-04  1.08365911e+00]]","[[ 4.29023199e+02 -3.57503828e+01  4.46000106e+02]
 [-3.14203579e+00 -2.56250881e+02  3.14950873e+02]
 [ 4.01907439e-02 -3.19004500e-02  1.00000000e+00]]",5,"[[ 2.53665762e-03 -8.30978181e-05 -1.12187312e+00]
 [-1.67780454e-04 -4.26840659e-03  1.42690601e+00]
 [-5.67587928e-05  1.27235637e-04  9.85420428e-01]]","[[ 4.04718661e+02  5.61327828e+00  4.52632557e+02]
 [-7.77986269e+00 -2.24693464e+02  3.16502913e+02]
 [ 2.43157314e-02  2.93353152e-02  1.00000000e+00]]"
1406,855.533038,"[[ 2.41848800e-03 -2.15690874e-04 -1.00796199e+00]
 [-1.57012045e-04 -4.04368655e-03  1.34270062e+00]
 [-1.07940544e-04 -1.24312706e-04  1.08714761e+00]]","[[ 4.30955404e+02 -3.66628902e+01  4.44846633e+02]
 [-2.62531250e+00 -2.56836021e+02  3.14775718e+02]
 [ 4.24884354e-02 -3.30087586e-02  1.00000000e+00]]",6,"[[ 2.53559953e-03 -7.94568672e-05 -1.11990230e+00]
 [-1.68397013e-04 -4.26015724e-03  1.42359449e+00]
 [-5.72821566e-05  1.32351207e-04  9.84003099e-01]]","[[ 4.05015905e+02  6.47543351e+00  4.51583793e+02]
 [-7.78116053e+00 -2.24760985e+02  3.16314412e+02]
 [ 2.46239372e-02  3.06079467e-02  1.00000000e+00]]"
1407,855.600058,"[[ 2.41496076e-03 -2.18824137e-04 -1.00350265e+00]
 [-1.59145667e-04 -4.03953116e-03  1.34092015e+00]
 [-1.09637858e-04 -1.23430123e-04  1.08749576e+00]]","[[ 4.31808492e+02 -3.69589191e+01  4.44029249e+02]
 [-2.66131434e+00 -2.57017694e+02  3.14456003e+02]
 [ 4.32314991e-02 -3.28974361e-02  1.00000000e+00]]",6,"[[ 2.53383294e-03 -8.21178206e-05 -1.11642690e+00]
 [-1.70860433e-04 -4.25814650e-03  1.42263288e+00]
 [-5.74255382e-05  1.33672140e-04  9.83649038e-01]]","[[ 4.05304139e+02  6.33686255e+00  4.50849232e+02]
 [-7.99477403e+00 -2.24769689e+02  3.16006174e+02]
 [ 2.47481428e-02  3.09148303e-02  1.00000000e+00]]"
1408,855.633569,"[[ 2.41423362e-03 -2.20905332e-04 -1.00262645e+00]
 [-1.61222956e-04 -4.03712523e-03  1.34022673e+00]
 [-1.10192771e-04 -1.23737388e-04  1.08781479e+00]]","[[ 4.31990523e+02 -3.72479881e+01  4.44051578e+02]
 [-2.83141622e+00 -2.57177567e+02  3.14242275e+02]
 [ 4.34374319e-02 -3.30267061e-02  1.00000000e+00]]",6,"[[ 2.53310793e-03 -8.41720322e-05 -1.11553413e+00]
 [-1.73152779e-04 -4.25630062e-03  1.42221111e+00]
 [-5.80045289e-05  1.33595231e-04  9.83963399e-01]]","[[ 4.05515553e+02  6.13248871e+00  4.50875255e+02]
 [-8.13998975e+00 -2.24872611e+02  3.15800251e+02]
 [ 2.50102823e-02  3.08930398e-02  1.00000000e+00]]"
1409,855.70059,"[[ 2.41365200e-03 -2.21523561e-04 -1.00242589e+00]
 [-1.60030401e-04 -4.03926008e-03  1.33347908e+00]
 [-1.09446004e-04 -1.25862133e-04  1.08793079e+00]]","[[ 4.31954953e+02 -3.75244321e+01  4.43999636e+02]
 [-2.87772768e+00 -2.57150889e+02  3.12538835e+02]
 [ 4.31218118e-02 -3.35246127e-02  1.00000000e+00]]",6,"[[ 2.53276260e-03 -8.34879267e-05 -1.11567462e+00]
 [-1.72232353e-04 -4.26136863e-03  1.41632298e+00]
 [-5.73026278e-05  1.34150003e-04  9.83692967e-01]]","[[ 4.05451102e+02  6.24953059e+00  4.50852210e+02]
 [-8.16705296e+00 -2.24617062e+02  3.14141244e+02]
 [ 2.47323348e-02  3.09959460e-02  1.00000000e+00]]"
1410,855.76761,"[[ 2.41634871e-03 -2.22159112e-04 -1.00478547e+00]
 [-1.56497299e-04 -4.03477911e-03  1.32608005e+00]
 [-1.06701306e-04 -1.27905186e-04  1.08725711e+00]]","[[ 4.31024460e+02 -3.78223386e+01  4.44460247e+02]
 [-2.92904131e+00 -2.57556085e+02  3.11423052e+02]
 [ 4.19553321e-02 -3.40107701e-02  1.00000000e+00]]",6,"[[ 2.53491080e-03 -8.33896482e-05 -1.11787966e+00]
 [-1.68560057e-04 -4.25781835e-03  1.40899391e+00]
 [-5.52784128e-05  1.33898378e-04  9.83029378e-01]]","[[ 4.04749051e+02  6.26503728e+00  4.51292038e+02]
 [-8.12533938e+00 -2.24858137e+02  3.13053304e+02]
 [ 2.38668909e-02  3.09802146e-02  1.00000000e+00]]"
1411,855.834631,"[[ 2.41611867e-03 -2.21871971e-04 -1.00561810e+00]
 [-1.57783430e-04 -4.03806003e-03  1.32543935e+00]
 [-1.07848824e-04 -1.30916396e-04  1.08866309e+00]]","[[ 4.31250682e+02 -3.81144881e+01  4.44758289e+02]
 [-2.94399202e+00 -2.57560123e+02  3.10858147e+02]
 [ 4.23679858e-02 -3.47485335e-02  1.00000000e+00]]",6,"[[ 2.53401298e-03 -8.28656979e-05 -1.11839181e+00]
 [-1.69902762e-04 -4.26174441e-03  1.40850973e+00]
 [-5.71625993e-05  1.31592738e-04  9.84690515e-01]]","[[ 4.05224174e+02  6.06425408e+00  4.51571156e+02]
 [-8.02593108e+00 -2.24840433e+02  3.12497986e+02]
 [ 2.45963792e-02  3.03994162e-02  1.00000000e+00]]"
1412,855.868142,"[[ 2.41562064e-03 -2.21393703e-04 -1.00508585e+00]
 [-1.55428106e-04 -4.03768928e-03  1.32243047e+00]
 [-1.08089809e-04 -1.31212328e-04  1.08877844e+00]]","[[ 4.31411656e+02 -3.81008140e+01  4.44527013e+02]
 [-2.68550096e+00 -2.57606510e+02  3.10409840e+02]
 [ 4.25052805e-02 -3.48275262e-02  1.00000000e+00]]",6,"[[ 2.53427876e-03 -8.20407642e-05 -1.11830311e+00]
 [-1.67568832e-04 -4.26275441e-03  1.40588636e+00]
 [-5.68399672e-05  1.31665777e-04  9.84567936e-01]]","[[ 4.05119490e+02  6.14486879e+00  4.51373016e+02]
 [-7.86486906e+00 -2.24799877e+02  3.12063558e+02]
 [ 2.44396671e-02  3.04171238e-02  1.00000000e+00]]"
1413,855.935162,"[[ 2.41336694e-03 -2.20396196e-04 -1.00329907e+00]
 [-1.56146143e-04 -4.03280552e-03  1.32085460e+00]
 [-1.09013002e-04 -1.29507980e-04  1.08859971e+00]]","[[ 4.31967502e+02 -3.78679682e+01  4.44066510e+02]
 [-2.66101950e+00 -2.57786844e+02  3.10333668e+02]
 [ 4.29408998e-02 -3.44603751e-02  1.00000000e+00]]",6,"[[ 2.53265015e-03 -8.05413623e-05 -1.11696033e+00]
 [-1.68366800e-04 -4.25816040e-03  1.40442952e+00]
 [-5.71275903e-05  1.33984185e-04  9.83959678e-01]]","[[ 4.05448519e+02  6.52024674e+00  4.50946003e+02]
 [-7.91207064e+00 -2.24876680e+02  3.11990406e+02]
 [ 2.46172579e-02  3.09996489e-02  1.00000000e+00]]"
1414,856.002183,"[[ 2.41429627e-03 -2.18271192e-04 -1.00530210e+00]
 [-1.54979364e-04 -4.03417263e-03  1.32014423e+00]
 [-1.08873105e-04 -1.29430535e-04  1.08853226e+00]]","[[ 4.31826206e+02 -3.76233122e+01  4.44436979e+02]
 [-2.55505166e+00 -2.57695302e+02  3.10166614e+02]
 [ 4.28867014e-02 -3.44039481e-02  1.00000000e+00]]",6,"[[ 2.53276684e-03 -7.84845486e-05 -1.11852530e+00]
 [-1.67080435e-04 -4.25912783e-03  1.40350478e+00]
 [-5.78107023e-05  1.34112857e-04  9.84269296e-01]]","[[ 4.05570154e+02  6.73660971e+00  4.51284639e+02]
 [-7.71395911e+00 -2.24828844e+02  3.11825331e+02]
 [ 2.48720920e-02  3.10300107e-02  1.00000000e+00]]"
1415,856.035694,"[[ 2.41420448e-03 -2.20649100e-04 -1.00427813e+00]
 [-1.54422160e-04 -4.03390940e-03  1.31984434e+00]
 [-1.08758931e-04 -1.31140359e-04  1.08900236e+00]]","[[ 4.31797572e+02 -3.80638597e+01  4.44336253e+02]
 [-2.51937517e+00 -2.57844394e+02  3.10177760e+02]
 [ 4.28203393e-02 -3.48517070e-02  1.00000000e+00]]",6,"[[ 2.53299838e-03 -8.09063702e-05 -1.11765343e+00]
 [-1.66554819e-04 -4.25913759e-03  1.40331949e+00]
 [-5.74265043e-05  1.32303978e-04  9.84653013e-01]]","[[ 4.05433490e+02  6.31421516e+00  4.51197795e+02]
 [-7.72190541e+00 -2.24955764e+02  3.11840203e+02]
 [ 2.46830777e-02  3.05946820e-02  1.00000000e+00]]"
1416,856.102714,"[[ 2.41432048e-03 -2.20662601e-04 -1.00453397e+00]
 [-1.53016224e-04 -4.03348080e-03  1.31852372e+00]
 [-1.08602049e-04 -1.30347161e-04  1.08867603e+00]]","[[ 4.31778524e+02 -3.79832976e+01  4.44409597e+02]
 [-2.39367621e+00 -2.57813063e+02  3.10035403e+02]
 [ 4.27859366e-02 -3.46570181e-02  1.00000000e+00]]",6,"[[ 2.53318756e-03 -8.09505603e-05 -1.11792748e+00]
 [-1.65106401e-04 -4.25896504e-03  1.40203681e+00]
 [-5.72703632e-05  1.33132219e-04  9.84346983e-01]]","[[ 4.05379182e+02  6.40140173e+00  4.51273315e+02]
 [-7.61209927e+00 -2.24910556e+02  3.11702182e+02]
 [ 2.46149265e-02  3.07914308e-02  1.00000000e+00]]"
1417,856.169735,"[[ 2.41539982e-03 -2.18964837e-04 -1.00741933e+00]
 [-1.50721629e-04 -4.03408880e-03  1.31611923e+00]
 [-1.07781030e-04 -1.30866270e-04  1.08849722e+00]]","[[ 4.31511168e+02 -3.78625442e+01  4.45149793e+02]
 [-2.27140492e+00 -2.57808198e+02  3.09617757e+02]
 [ 4.24543736e-02 -3.47444718e-02  1.00000000e+00]]",6,"[[ 2.53295668e-03 -7.94222095e-05 -1.12006377e+00]
 [-1.62624498e-04 -4.25917449e-03  1.39935080e+00]
 [-5.77416073e-05  1.32970841e-04  9.84703818e-01]]","[[ 4.05518824e+02  6.54819227e+00  4.51956940e+02]
 [-7.34511434e+00 -2.24931788e+02  3.11293076e+02]
 [ 2.47708949e-02  3.07579514e-02  1.00000000e+00]]"
1418,856.203246,"[[ 2.41353359e-03 -2.17712293e-04 -1.00661430e+00]
 [-1.52772099e-04 -4.03062967e-03  1.31536785e+00]
 [-1.09055890e-04 -1.29662191e-04  1.08865589e+00]]","[[ 4.32053766e+02 -3.76520357e+01  4.44987052e+02]
 [-2.34267846e+00 -2.57929280e+02  3.09476768e+02]
 [ 4.30018808e-02 -3.44919380e-02  1.00000000e+00]]",6,"[[ 2.53120297e-03 -7.80445952e-05 -1.11933996e+00]
 [-1.64761526e-04 -4.25621440e-03  1.39877102e+00]
 [-5.89729156e-05  1.34323193e-04  9.84849630e-01]]","[[ 4.06039017e+02  6.81343927e+00  4.51810351e+02]
 [-7.39609067e+00 -2.24995205e+02  3.11152102e+02]
 [ 2.53224152e-02  3.10949833e-02  1.00000000e+00]]"
1419,856.270266,"[[ 2.41271451e-03 -2.16773242e-04 -1.00559398e+00]
 [-1.51665061e-04 -4.02902941e-03  1.31355003e+00]
 [-1.09969491e-04 -1.29939292e-04  1.08907841e+00]]","[[ 4.32370781e+02 -3.76007483e+01  4.44577649e+02]
 [-2.12478917e+00 -2.58059132e+02  3.09286185e+02]
 [ 4.34050484e-02 -3.45860829e-02  1.00000000e+00]]",6,"[[ 2.53121727e-03 -7.66461240e-05 -1.11885152e+00]
 [-1.63661129e-04 -4.25547088e-03  1.39719770e+00]
 [-5.91984062e-05  1.34272701e-04  9.84969868e-01]]","[[ 4.06072844e+02  6.93032637e+00  4.51437346e+02]
 [-7.27827597e+00 -2.25048572e+02  3.10967927e+02]
 [ 2.53978723e-02  3.10955135e-02  1.00000000e+00]]"
1420,856.337287,"[[ 2.41365705e-03 -2.20995175e-04 -1.00287311e+00]
 [-1.54453672e-04 -4.03185445e-03  1.31530118e+00]
 [-1.09212899e-04 -1.33236095e-04  1.08967003e+00]]","[[ 4.31937095e+02 -3.83416173e+01  4.43812215e+02]
 [-2.52473618e+00 -2.58105067e+02  3.09225635e+02]
 [ 4.29824761e-02 -3.54018272e-02  1.00000000e+00]]",6,"[[ 2.53354287e-03 -8.01540496e-05 -1.11702447e+00]
 [-1.66823972e-04 -4.25961558e-03  1.39956785e+00]
 [-5.70817648e-05  1.31621664e-04  9.84805452e-01]]","[[ 4.05274267e+02  6.30140171e+00  4.50730683e+02]
 [-7.81092894e+00 -2.25008772e+02  3.10914246e+02]
 [ 2.45346508e-02  3.04382192e-02  1.00000000e+00]]"
1421,856.404308,"[[ 2.41148953e-03 -2.22346868e-04 -1.00053654e+00]
 [-1.55591192e-04 -4.02946647e-03  1.31463551e+00]
 [-1.10935595e-04 -1.32729081e-04  1.09022071e+00]]","[[ 4.32596957e+02 -3.84764568e+01  4.43407080e+02]
 [-2.43948052e+00 -2.58219959e+02  3.09134047e+02]
 [ 4.37219827e-02 -3.53522054e-02  1.00000000e+00]]",6,"[[ 2.53230097e-03 -8.12767795e-05 -1.11519961e+00]
 [-1.68195111e-04 -4.25813880e-03  1.39930694e+00]
 [-5.79638889e-05  1.32293905e-04  9.84984057e-01]]","[[ 4.05621685e+02  6.24993361e+00  4.50366245e+02]
 [-7.83214615e+00 -2.25037875e+02  3.10830061e+02]
 [ 2.49217795e-02  3.05927892e-02  1.00000000e+00]]"
1422,856.437818,"[[ 2.41144971e-03 -2.22169031e-04 -1.00038935e+00]
 [-1.57413036e-04 -4.03037808e-03  1.31536717e+00]
 [-1.11183161e-04 -1.32882418e-04  1.09035713e+00]]","[[ 4.32617481e+02 -3.84638844e+01  4.43322687e+02]
 [-2.60300177e+00 -2.58161589e+02  3.09048524e+02]
 [ 4.37965546e-02 -3.53844361e-02  1.00000000e+00]]",6,"[[ 2.53220802e-03 -8.10687618e-05 -1.11503362e+00]
 [-1.70194886e-04 -4.25945829e-03  1.40024863e+00]
 [-5.82830500e-05  1.32205457e-04  9.85161834e-01]]","[[ 4.05696813e+02  6.25462794e+00  4.50289015e+02]
 [-7.96867392e+00 -2.24974995e+02  3.10746497e+02]
 [ 2.50707538e-02  3.05609290e-02  1.00000000e+00]]"
